,location,size,total_sqft,bath,price,bhk,price_per_sqft
387,Ambedkar Nagar,4 BHK,3530.0,4.0,290.0,4,8215.297450424929
388,Ambedkar Nagar,3 BHK,1856.0,3.0,120.0,3,6465.517241379311
389,Ambedkar Nagar,3 BHK,1852.0,3.0,130.0,3,7019.438444924406
390,Ambedkar Nagar,3 BHK,1850.0,4.0,120.0,3,6486.486486486487
391,Ambedkar Nagar,2 BHK,1367.0,2.0,86.0,2,6291.148500365764
392,Ambedkar Nagar,4 Bedroom,3565.0,4.0,255.0,4,7152.875175315568
393,Ambedkar Nagar,2 BHK,1409.0,2.0,95.0,2,6742.370475514549
394,Ambedkar Nagar,3 BHK,1950.0,4.0,120.0,3,6153.846153846154
395,Ambedkar Nagar,3 BHK,1921.0,4.0,129.0,3,6715.252472670484
396,Ambedkar Nagar,3 BHK,1920.0,4.0,121.0,3,6302.083333333333
397,Ambedkar Nagar,3 BHK,1935.0,4.0,125.0,3,6459.948320413437
398,Ambedkar Nagar,3 BHK,1852.0,4.0,122.0,3,6587.473002159827
399,Ambedkar Nagar,3 BHK,1950.0,4.0,120.0,3,6153.846153846154
400,Ambedkar Nagar,3 BHK,1852.0,3.0,125.0,3,6749.460043196545
401,Ambedkar Nagar,3 BHK,1850.0,4.0,121.0,3,6540.540540540541
402,Ambedkar Nagar,2 BHK,1425.0,2.0,94.0,2,6596.491228070176
403,Ambedkar Nagar,3 BHK,2395.0,4.0,150.0,3,6263.048016701461
404,Amruthahalli,2 BHK,900.0,2.0,40.0,2,4444.444444444444
405,Amruthahalli,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
406,Amruthahalli,3 Bedroom,1900.0,3.0,135.0,3,7105.263157894737
407,Amruthahalli,2 BHK,924.0,2.0,45.0,2,4870.12987012987
408,Amruthahalli,2 BHK,900.0,2.0,60.0,2,6666.666666666667
409,Amruthahalli,2 BHK,1100.0,2.0,45.0,2,4090.909090909091
410,Amruthahalli,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
414,Amruthahalli,3 BHK,1450.0,2.0,85.0,3,5862.068965517241
415,Amruthahalli,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
416,Amruthahalli,2 BHK,1250.0,2.0,79.0,2,6320.0
417,Amruthahalli,2 BHK,1190.0,2.0,50.0,2,4201.680672268908
418,Amruthahalli,2 BHK,1202.0,2.0,65.0,2,5407.65391014975
419,Amruthahalli,2 BHK,1340.0,2.0,75.0,2,5597.014925373134
420,Amruthahalli,3 BHK,2650.0,4.0,175.0,3,6603.773584905661
421,Amruthahalli,3 BHK,1450.0,2.0,90.0,3,6206.896551724138
422,Amruthahalli,2 BHK,1025.0,2.0,42.0,2,4097.5609756097565
423,Amruthahalli,1 BHK,485.0,1.0,19.5,1,4020.618556701031
424,Anandapura,2 BHK,1167.0,2.0,43.76,2,3749.7857754927163
425,Anandapura,2 Bedroom,1000.0,2.0,55.0,2,5500.0
426,Anandapura,2 BHK,1141.0,2.0,42.79,2,3750.219106047327
428,Anandapura,2 Bedroom,1200.0,2.0,67.0,2,5583.333333333333
429,Anandapura,2 Bedroom,1200.0,2.0,58.0,2,4833.333333333333
430,Anandapura,2 BHK,1151.0,2.0,43.1,2,3744.5699391833186
431,Anandapura,2 BHK,1141.0,2.0,42.75,2,3746.7134092900965
432,Anandapura,2 Bedroom,900.0,2.0,48.0,2,5333.333333333333
433,Anandapura,4 Bedroom,1749.0,4.0,90.0,4,5145.797598627787
434,Anandapura,2 BHK,1151.0,2.0,42.9,2,3727.193744569939
436,Anandapura,2 BHK,1250.0,2.0,45.0,2,3600.0
437,Anandapura,2 BHK,1151.0,2.0,43.16,2,3749.7827975673326
438,Anandapura,2 Bedroom,1200.0,2.0,58.0,2,4833.333333333333
439,Anandapura,3 Bedroom,1200.0,2.0,66.0,3,5500.0
440,Anandapura,3 Bedroom,1415.0,2.0,74.0,3,5229.681978798587
441,Anandapura,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
442,Anandapura,2 BHK,1141.0,2.0,50.0,2,4382.120946538124
444,Ananth Nagar,1 BHK,500.0,1.0,14.0,1,2800.0
445,Ananth Nagar,2 BHK,1100.0,2.0,31.5,2,2863.6363636363635
446,Ananth Nagar,2 BHK,982.0,2.0,24.55,2,2500.0
447,Ananth Nagar,1 BHK,500.0,2.0,14.0,1,2800.0
448,Ananth Nagar,2 BHK,900.0,2.0,22.5,2,2500.0
449,Ananth Nagar,2 BHK,908.0,2.0,26.0,2,2863.4361233480176
450,Ananth Nagar,2 BHK,870.0,2.0,36.0,2,4137.931034482759
451,Ananth Nagar,2 BHK,937.0,2.0,35.0,2,3735.325506937033
452,Ananth Nagar,2 BHK,960.0,2.0,37.0,2,3854.1666666666665
453,Ananth Nagar,1 BHK,500.0,1.0,14.0,1,2800.0
454,Ananth Nagar,2 BHK,1000.0,2.0,29.7,2,2970.0
455,Ananth Nagar,2 BHK,850.0,2.0,25.99,2,3057.6470588235293
456,Ananth Nagar,2 BHK,902.0,2.0,25.26,2,2800.4434589800444
457,Ananth Nagar,3 BHK,1470.0,3.0,54.0,3,3673.469387755102
458,Ananth Nagar,2 BHK,810.0,2.0,25.5,2,3148.1481481481483
459,Ananth Nagar,2 BHK,890.0,2.0,27.0,2,3033.7078651685392
460,Ananth Nagar,2 BHK,1200.0,2.0,36.0,2,3000.0
462,Ananth Nagar,3 BHK,1319.0,3.0,42.0,3,3184.230477634572
463,Ananth Nagar,2 BHK,1000.0,2.0,25.0,2,2500.0
464,Ananth Nagar,2 BHK,902.0,2.0,25.0,2,2771.6186252771618
465,Ananth Nagar,2 BHK,930.0,2.0,25.99,2,2794.6236559139784
466,Ananth Nagar,2 BHK,1074.0,2.0,26.85,2,2500.0
467,Ananth Nagar,1 BHK,500.0,1.0,14.0,1,2800.0
468,Ananth Nagar,2 BHK,1010.0,2.0,38.0,2,3762.3762376237623
469,Ananth Nagar,2 BHK,992.0,2.0,24.8,2,2500.0
470,Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000.0
471,Anekal,2 BHK,656.0,2.0,22.0,2,3353.6585365853657
472,Anekal,2 BHK,620.0,2.0,22.0,2,3548.3870967741937
473,Anekal,1 BHK,600.0,1.0,16.5,1,2750.0
474,Anekal,2 BHK,925.0,2.0,40.0,2,4324.324324324324
475,Anekal,1 BHK,530.0,1.0,18.0,1,3396.2264150943397
476,Anekal,3 Bedroom,1800.0,3.0,68.0,3,3777.777777777778
477,Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000.0
478,Anekal,2 BHK,1035.0,2.0,38.3,2,3700.483091787439
479,Anekal,2 BHK,888.0,2.0,34.0,2,3828.828828828829
480,Anekal,2 Bedroom,1200.0,2.0,36.1,2,3008.3333333333335
481,Anekal,2 BHK,700.0,1.0,19.4,2,2771.428571428571
482,Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000.0
483,Anekal,4 Bedroom,1200.0,2.0,36.0,4,3000.0
484,Anekal,2 BHK,766.0,2.0,28.0,2,3655.3524804177546
485,Anekal,3 BHK,967.0,2.0,45.0,3,4653.567735263702
486,Anekal,2 BHK,620.0,1.0,23.5,2,3790.3225806451615
487,Anekal,3 BHK,1150.0,3.0,45.0,3,3913.0434782608695
488,Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000.0
489,Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000.0
490,Anekal,1 BHK,400.0,1.0,11.5,1,2875.0
491,Anekal,1 BHK,456.0,1.0,15.0,1,3289.4736842105262
492,Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000.0
493,Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000.0
494,Anekal,3 Bedroom,2400.0,4.0,95.0,3,3958.3333333333335
495,Anekal,2 Bedroom,1200.0,2.0,36.1,2,3008.3333333333335
496,Anekal,2 Bedroom,1200.0,2.0,36.1,2,3008.3333333333335
497,Anekal,2 BHK,680.0,1.0,21.0,2,3088.235294117647
498,Anekal,1 BHK,420.0,1.0,12.5,1,2976.190476190476
499,Anekal,2 BHK,614.0,1.0,28.0,2,4560.260586319218
500,Anekal,2 BHK,1140.0,2.0,52.0,2,4561.403508771929
501,Anekal,2 BHK,625.0,1.0,25.0,2,4000.0
502,Anjanapura,4 BHK,1850.0,4.0,86.0,4,4648.648648648648
503,Anjanapura,2 BHK,1070.0,2.0,39.0,2,3644.8598130841124
504,Anjanapura,3 Bedroom,1500.0,3.0,121.0,3,8066.666666666667
505,Anjanapura,2 BHK,1070.0,2.0,37.0,2,3457.9439252336447
506,Anjanapura,2 BHK,950.0,2.0,40.0,2,4210.526315789473
507,Anjanapura,3 BHK,1280.0,2.0,45.0,3,3515.625
508,Anjanapura,2 BHK,710.0,2.0,25.0,2,3521.1267605633802
510,Anjanapura,2 BHK,950.0,2.0,32.0,2,3368.4210526315787
511,Anjanapura,4 BHK,1800.0,4.0,55.0,4,3055.5555555555557
512,Anjanapura,3 BHK,1843.0,3.0,87.54,3,4749.864351600651
513,Anjanapura,2 BHK,1076.0,2.0,30.13,2,2800.185873605948
514,Anjanapura,2 BHK,950.0,2.0,30.0,2,3157.8947368421054
515,Ardendale,3 BHK,1750.0,3.0,100.0,3,5714.285714285715
516,Ardendale,4 BHK,3198.0,4.0,200.0,4,6253.908692933083
517,Ardendale,4 BHK,2422.0,4.0,160.0,4,6606.110652353427
518,Ardendale,3 BHK,1750.0,3.0,100.0,3,5714.285714285715
519,Ardendale,4 Bedroom,3200.0,4.0,205.0,4,6406.25
520,Ardendale,3 BHK,1728.0,3.0,95.0,3,5497.685185185185
521,Ardendale,4 BHK,2062.0,3.0,140.0,4,6789.524733268671
522,Ardendale,3 BHK,1732.46,3.0,92.0,3,5310.367916142364
523,Ardendale,4 BHK,2062.0,3.0,150.0,4,7274.4907856450045
525,Ardendale,2 BHK,1224.0,2.0,70.0,2,5718.954248366013
526,Ardendale,3 BHK,1777.26,3.0,105.0,3,5907.970696465346
527,Ardendale,3 BHK,1650.0,3.0,82.0,3,4969.69696969697
528,Ardendale,4 BHK,2062.0,3.0,140.0,4,6789.524733268671
529,Ardendale,3 BHK,1650.0,3.0,82.0,3,4969.69696969697
530,Ardendale,2 BHK,1224.0,2.0,67.0,2,5473.856209150327
531,Ardendale,3 BHK,1723.0,3.0,95.0,3,5513.6390017411495
532,Ardendale,3 BHK,1777.26,3.0,89.0,3,5007.7084950991975
533,Ardendale,3 BHK,1777.26,3.0,92.0,3,5176.507657855351
534,Arekere,3 BHK,2060.0,3.0,140.0,3,6796.116504854369
535,Arekere,2 BHK,920.0,2.0,40.0,2,4347.826086956522
536,Arekere,3 BHK,1740.0,2.0,95.0,3,5459.770114942528
537,Arekere,2 BHK,1190.0,2.0,55.0,2,4621.848739495798
538,Arekere,1 BHK,600.0,1.0,28.0,1,4666.666666666667
539,Arekere,3 BHK,2072.0,3.0,108.0,3,5212.355212355213
540,Arekere,2 BHK,1100.0,2.0,55.0,2,5000.0
541,Arekere,2 BHK,900.0,2.0,50.0,2,5555.555555555556
543,Arekere,2 BHK,1240.0,2.0,60.0,2,4838.709677419355
544,Arekere,2 BHK,900.0,2.0,44.5,2,4944.444444444444
545,Attibele,1 BHK,450.0,1.0,11.0,1,2444.4444444444443
546,Attibele,4 Bedroom,1600.0,4.0,52.8,4,3300.0
547,Attibele,2 BHK,656.0,2.0,25.0,2,3810.9756097560976
548,Attibele,1 BHK,400.0,1.0,11.0,1,2750.0
549,Attibele,1 BHK,400.0,1.0,12.0,1,3000.0
550,Attibele,1 BHK,400.0,1.0,14.0,1,3500.0
551,Attibele,1 BHK,500.0,1.0,17.0,1,3400.0
552,Attibele,4 Bedroom,2168.0,4.0,95.0,4,4381.918819188192
553,Attibele,1 BHK,395.0,1.0,10.25,1,2594.9367088607596
554,Attibele,1 BHK,420.0,1.0,17.0,1,4047.6190476190477
556,Attibele,1 BHK,418.0,1.0,12.0,1,2870.813397129187
557,Attibele,2 BHK,1200.0,2.0,42.0,2,3500.0
558,Attibele,1 BHK,400.0,1.0,10.0,1,2500.0
559,Attibele,2 BHK,695.0,1.0,25.0,2,3597.122302158273
560,Attibele,2 BHK,850.0,1.0,25.0,2,2941.176470588235
561,Attibele,3 Bedroom,2400.0,3.0,120.0,3,5000.0
562,Attibele,1 BHK,450.0,1.0,12.5,1,2777.777777777778
566,Attibele,1 BHK,782.0,1.0,19.55,1,2500.0
568,Attibele,2 BHK,656.0,2.0,25.0,2,3810.9756097560976
569,Attibele,1 BHK,400.0,1.0,11.5,1,2875.0
570,Attibele,1 BHK,460.0,1.0,13.0,1,2826.086956521739
571,Attibele,1 BHK,418.0,2.0,11.5,1,2751.196172248804
572,Attibele,2 Bedroom,1000.0,2.0,42.0,2,4200.0
573,Attibele,1 BHK,550.0,1.0,11.5,1,2090.909090909091
575,Attibele,1 BHK,410.0,1.0,10.0,1,2439.0243902439024
576,Attibele,3 Bedroom,1700.0,3.0,65.0,3,3823.529411764706
577,Attibele,1 BHK,400.0,1.0,10.25,1,2562.5
578,Attibele,2 BHK,656.0,2.0,25.0,2,3810.9756097560976
579,Attibele,3 Bedroom,1500.0,3.0,90.0,3,6000.0
580,Attibele,1 BHK,520.0,1.0,15.0,1,2884.6153846153848
581,BEML Layout,2 BHK,1060.0,2.0,55.0,2,5188.679245283019
583,BEML Layout,2 BHK,999.0,2.0,45.0,2,4504.504504504504
584,BEML Layout,5 Bedroom,2400.0,4.0,225.0,5,9375.0
586,BEML Layout,2 BHK,1194.0,2.0,65.0,2,5443.886097152429
587,BEML Layout,2 BHK,1200.0,2.0,67.0,2,5583.333333333333
588,BEML Layout,2 Bedroom,2400.0,2.0,228.0,2,9500.0
591,BEML Layout,2 BHK,1194.0,2.0,65.0,2,5443.886097152429
593,BTM 2nd Stage,2 BHK,950.0,2.0,52.0,2,5473.684210526316
594,BTM 2nd Stage,3 BHK,1850.0,3.0,170.0,3,9189.18918918919
595,BTM 2nd Stage,2 BHK,1200.0,2.0,80.0,2,6666.666666666667
596,BTM 2nd Stage,2 BHK,1274.0,2.0,70.0,2,5494.505494505494
598,BTM 2nd Stage,2 BHK,1070.0,2.0,48.0,2,4485.981308411215
599,BTM 2nd Stage,2 BHK,1280.0,2.0,80.0,2,6250.0
600,BTM 2nd Stage,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
601,BTM 2nd Stage,2 BHK,1000.0,2.0,58.0,2,5800.0
602,BTM 2nd Stage,5 Bedroom,2990.0,5.0,416.0,5,13913.04347826087
603,BTM 2nd Stage,2 BHK,1265.0,2.0,55.0,2,4347.826086956522
604,BTM 2nd Stage,3 BHK,2200.0,3.0,220.0,3,10000.0
605,BTM 2nd Stage,3 BHK,2780.0,4.0,325.0,3,11690.647482014389
606,BTM 2nd Stage,3 Bedroom,2400.0,2.0,360.0,3,15000.0
607,BTM 2nd Stage,2 BHK,965.0,2.0,56.0,2,5803.108808290155
608,BTM 2nd Stage,2 BHK,1147.0,2.0,75.0,2,6538.7968613775065
609,BTM 2nd Stage,3 BHK,1750.0,3.0,172.0,3,9828.57142857143
610,BTM 2nd Stage,2 BHK,1400.0,2.0,90.0,2,6428.571428571428
611,BTM 2nd Stage,2 BHK,1200.0,2.0,70.0,2,5833.333333333333
612,BTM 2nd Stage,2 BHK,1100.0,2.0,47.0,2,4272.727272727273
613,BTM 2nd Stage,2 BHK,930.0,2.0,46.0,2,4946.236559139785
615,BTM 2nd Stage,3 BHK,2500.0,3.0,345.0,3,13800.0
616,BTM Layout,2 BHK,1150.0,2.0,63.0,2,5478.260869565217
617,BTM Layout,6 Bedroom,3300.0,6.0,165.0,6,5000.0
618,BTM Layout,3 BHK,1450.0,2.0,81.0,3,5586.206896551724
619,BTM Layout,3 BHK,1776.0,2.0,75.0,3,4222.972972972973
620,BTM Layout,3 BHK,1458.0,3.0,79.0,3,5418.38134430727
621,BTM Layout,2 BHK,935.0,2.0,51.5,2,5508.0213903743315
622,BTM Layout,2 BHK,1020.0,2.0,46.5,2,4558.823529411765
623,BTM Layout,3 BHK,1600.0,3.0,112.0,3,7000.0
624,BTM Layout,3 BHK,1300.0,2.0,75.0,3,5769.2307692307695
625,BTM Layout,3 BHK,1540.0,2.0,78.0,3,5064.935064935065
626,BTM Layout,1 BHK,450.0,1.0,20.0,1,4444.444444444444
627,BTM Layout,2 BHK,1196.0,2.0,56.81,2,4750.0
628,BTM Layout,3 BHK,1470.0,2.0,99.0,3,6734.693877551021
631,Babusapalaya,3 BHK,1611.0,2.0,66.0,3,4096.83426443203
633,Babusapalaya,3 BHK,1675.0,3.0,75.0,3,4477.611940298508
634,Babusapalaya,2 BHK,1141.0,2.0,46.0,2,4031.5512708150745
635,Babusapalaya,2 BHK,1500.0,2.0,57.0,2,3800.0
637,Babusapalaya,2 BHK,1050.0,2.0,45.0,2,4285.714285714285
638,Babusapalaya,2 BHK,1141.0,2.0,45.9,2,4022.787028921998
640,Babusapalaya,3 BHK,1230.0,3.0,53.0,3,4308.943089430894
641,Babusapalaya,2 BHK,1105.0,2.0,40.0,2,3619.9095022624433
642,Babusapalaya,3 BHK,1410.0,2.0,65.0,3,4609.929078014185
643,Babusapalaya,2 BHK,1450.0,2.0,55.99,2,3861.3793103448274
644,Babusapalaya,2 BHK,1100.0,2.0,38.0,2,3454.5454545454545
646,Babusapalaya,2 BHK,1061.0,2.0,33.84,2,3189.4439208294066
647,Babusapalaya,2 BHK,1061.0,2.0,38.95,2,3671.065032987748
648,Babusapalaya,2 BHK,1061.0,2.0,34.0,2,3204.5240339302545
649,Babusapalaya,2 BHK,1245.0,2.0,58.0,2,4658.634538152611
650,Badavala Nagar,3 BHK,1494.0,2.0,94.55,3,6328.647925033467
651,Badavala Nagar,2 BHK,1274.0,2.0,81.0,2,6357.9277864992155
652,Badavala Nagar,3 BHK,1842.0,3.0,115.0,3,6243.213897937025
653,Badavala Nagar,3 BHK,1494.0,2.0,94.55,3,6328.647925033467
654,Badavala Nagar,2 BHK,1274.0,2.0,81.0,2,6357.9277864992155
655,Badavala Nagar,3 BHK,1494.0,2.0,94.55,3,6328.647925033467
656,Badavala Nagar,3 BHK,1842.0,3.0,115.0,3,6243.213897937025
657,Badavala Nagar,3 BHK,1842.0,3.0,115.0,3,6243.213897937025
658,Badavala Nagar,3 BHK,1842.0,3.0,115.0,3,6243.213897937025
659,Balagere,2 BHK,1210.0,2.0,80.9,2,6685.950413223141
660,Balagere,2 BHK,1210.0,2.0,72.0,2,5950.413223140496
661,Balagere,2 BHK,1205.0,2.0,78.5,2,6514.522821576764
662,Balagere,1 BHK,790.5,1.0,41.9,1,5300.44275774826
665,Balagere,2 BHK,1020.07,2.0,68.38,2,6703.461527150097
666,Balagere,2 BHK,1205.47,2.0,81.0,2,6719.370867794304
667,Balagere,2 BHK,1007.0,2.0,65.0,2,6454.816285998014
669,Balagere,2 BHK,1210.0,2.0,74.0,2,6115.702479338843
670,Balagere,2 BHK,1210.0,2.0,83.0,2,6859.504132231405
671,Balagere,1 BHK,675.0,1.0,45.0,1,6666.666666666667
672,Balagere,1 BHK,656.0,1.0,43.0,1,6554.878048780488
674,Balagere,2 BHK,1012.0,2.0,64.0,2,6324.110671936759
675,Balagere,2 BHK,1007.0,2.0,62.0,2,6156.901688182721
676,Balagere,2 BHK,1007.0,2.0,67.0,2,6653.4260178748755
677,Balagere,2 BHK,1007.0,2.0,66.0,2,6554.121151936445
680,Balagere,1 BHK,645.0,1.0,34.18,1,5299.224806201551
683,Balagere,1 BHK,790.5,1.0,42.295,1,5350.411132194813
684,Balagere,2 BHK,1012.0,2.0,65.0,2,6422.924901185771
685,Balagere,1 BHK,656.0,1.0,38.77,1,5910.0609756097565
686,Balagere,1 BHK,645.0,1.0,39.0,1,6046.511627906977
687,Balagere,1 BHK,645.0,1.0,41.0,1,6356.589147286822
688,Balagere,2 BHK,1210.0,2.0,82.0,2,6776.859504132231
689,Balagere,1 BHK,656.0,1.0,34.77,1,5300.304878048782
690,Balagere,2 BHK,1205.0,2.0,73.87,2,6130.290456431535
691,Balagere,2 BHK,1012.0,2.0,70.0,2,6916.99604743083
692,Balagere,2 BHK,1007.0,2.0,68.0,2,6752.730883813307
694,Balagere,2 BHK,1205.0,2.0,79.0,2,6556.016597510374
695,Balagere,2 BHK,1012.0,2.0,68.0,2,6719.367588932806
697,Banashankari,2 BHK,1077.0,2.0,37.64,2,3494.8932219127205
698,Banashankari,3 BHK,1470.0,2.0,88.64,3,6029.931972789115
699,Banashankari,3 BHK,1300.0,2.0,75.0,3,5769.2307692307695
700,Banashankari,3 BHK,1800.0,3.0,115.0,3,6388.888888888889
701,Banashankari,2 BHK,1125.0,2.0,63.0,2,5600.0
703,Banashankari,2 BHK,1310.0,2.0,80.0,2,6106.8702290076335
704,Banashankari,3 BHK,2600.0,4.0,135.0,3,5192.307692307692
705,Banashankari,3 BHK,1900.0,2.0,170.0,3,8947.368421052632
706,Banashankari,2 BHK,1260.0,2.0,75.0,2,5952.380952380952
707,Banashankari,2 BHK,1170.0,2.0,46.79,2,3999.1452991452993
709,Banashankari,3 BHK,1350.0,2.0,83.0,3,6148.148148148148
711,Banashankari,2 BHK,1330.0,2.0,78.0,2,5864.661654135339
712,Banashankari,3 BHK,1400.0,2.0,78.0,3,5571.428571428572
713,Banashankari,3 BHK,1700.0,3.0,125.0,3,7352.941176470588
714,Banashankari,2 BHK,1020.0,2.0,40.79,2,3999.0196078431372
715,Banashankari,2 BHK,1600.0,2.0,63.98,2,3998.75
716,Banashankari,2 BHK,1041.0,2.0,36.44,2,3500.480307396734
717,Banashankari,1 BHK,2400.0,1.0,200.0,1,8333.333333333334
718,Banashankari,2 BHK,1390.0,2.0,86.0,2,6187.050359712231
719,Banashankari,2 BHK,1460.0,2.0,70.0,2,4794.520547945205
720,Banashankari,2 BHK,1200.0,2.0,60.0,2,5000.0
721,Banashankari,2 BHK,1290.0,2.0,80.0,2,6201.550387596899
722,Banashankari,2 BHK,1186.0,2.0,65.0,2,5480.607082630691
723,Banashankari,3 BHK,1650.0,3.0,101.0,3,6121.212121212121
725,Banashankari,2 BHK,1181.0,2.0,75.0,2,6350.550381033023
726,Banashankari,2 BHK,1105.0,2.0,90.0,2,8144.796380090498
727,Banashankari,1 BHK,720.0,1.0,60.0,1,8333.333333333334
728,Banashankari,2 BHK,1040.0,2.0,45.0,2,4326.923076923077
729,Banashankari,2 BHK,1330.0,2.0,77.0,2,5789.473684210527
730,Banashankari,2 BHK,1200.0,2.0,49.0,2,4083.3333333333335
731,Banashankari,2 BHK,1185.0,2.0,67.0,2,5654.008438818565
732,Banashankari,2 BHK,1000.0,2.0,50.0,2,5000.0
733,Banashankari,3 BHK,1650.0,3.0,90.75,3,5500.0
734,Banashankari,3 BHK,1650.0,3.0,101.0,3,6121.212121212121
735,Banashankari,2 BHK,1310.0,2.0,80.43,2,6139.69465648855
736,Banashankari,2 BHK,600.0,1.0,27.0,2,4500.0
737,Banashankari,2 BHK,1430.0,2.0,87.8,2,6139.8601398601395
738,Banashankari,2 BHK,1020.0,2.0,42.83,2,4199.019607843137
740,Banashankari,3 BHK,1540.0,3.0,80.0,3,5194.805194805195
741,Banashankari,3 BHK,1683.0,3.0,115.0,3,6833.036244800951
742,Banashankari,3 BHK,1800.0,3.0,125.0,3,6944.444444444444
743,Banashankari,2 BHK,1175.0,2.0,41.13,2,3500.4255319148942
745,Banashankari,2 BHK,1450.0,2.0,50.75,2,3500.0
746,Banashankari,3 BHK,1770.0,3.0,108.0,3,6101.6949152542375
747,Banashankari,3 BHK,1800.0,3.0,125.0,3,6944.444444444444
750,Banashankari,3 BHK,1200.0,3.0,74.52,3,6210.0
751,Banashankari,2 BHK,1100.0,2.0,63.0,2,5727.272727272727
752,Banashankari,2 BHK,1020.0,2.0,40.79,2,3999.0196078431372
753,Banashankari,2 BHK,1260.0,2.0,75.0,2,5952.380952380952
755,Banashankari,3 BHK,1426.0,3.0,85.0,3,5960.729312762974
756,Banashankari Stage II,2 BHK,1700.0,2.0,150.0,2,8823.529411764706
757,Banashankari Stage II,4 Bedroom,1200.0,2.0,150.0,4,12500.0
758,Banashankari Stage II,3 BHK,1500.0,2.0,120.0,3,8000.0
759,Banashankari Stage II,5 Bedroom,2400.0,3.0,510.0,5,21250.0
760,Banashankari Stage II,3 BHK,1240.0,2.0,59.52,3,4800.0
761,Banashankari Stage II,2 BHK,1250.0,2.0,110.0,2,8800.0
762,Banashankari Stage II,3 BHK,1260.0,2.0,95.0,3,7539.68253968254
763,Banashankari Stage II,3 Bedroom,2400.0,2.0,300.0,3,12500.0
764,Banashankari Stage II,2 BHK,1400.0,2.0,100.0,2,7142.857142857143
765,Banashankari Stage II,5 BHK,2800.0,3.0,425.0,5,15178.57142857143
766,Banashankari Stage II,3 Bedroom,3000.0,3.0,450.0,3,15000.0
767,Banashankari Stage II,3 BHK,1200.0,2.0,198.0,3,16500.0
768,Banashankari Stage II,2 BHK,1245.0,2.0,125.0,2,10040.160642570281
769,Banashankari Stage III,3 BHK,1305.0,2.0,58.7,3,4498.08429118774
770,Banashankari Stage III,2 BHK,1145.0,2.0,58.4,2,5100.436681222707
771,Banashankari Stage III,3 BHK,1650.0,3.0,118.0,3,7151.515151515152
772,Banashankari Stage III,4 Bedroom,2400.0,4.0,240.0,4,10000.0
773,Banashankari Stage III,3 BHK,1350.0,2.0,68.0,3,5037.037037037037
775,Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3,4521.072796934866
776,Banashankari Stage III,3 BHK,1305.0,2.0,60.0,3,4597.701149425287
777,Banashankari Stage III,2 BHK,1200.0,2.0,42.0,2,3500.0
778,Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3,4521.072796934866
779,Banashankari Stage III,3 BHK,1480.0,3.0,75.48,3,5100.0
780,Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3,4521.072796934866
781,Banashankari Stage III,2 BHK,1304.0,2.0,111.0,2,8512.269938650306
782,Banashankari Stage III,6 Bedroom,3000.0,6.0,150.0,6,5000.0
783,Banashankari Stage III,2 BHK,1085.0,2.0,50.0,2,4608.294930875576
784,Banashankari Stage III,3 BHK,1500.0,2.0,100.0,3,6666.666666666667
785,Banashankari Stage III,4 Bedroom,2100.0,3.0,147.0,4,7000.0
786,Banashankari Stage III,3 BHK,1420.0,2.0,95.0,3,6690.140845070423
787,Banashankari Stage V,3 BHK,1300.0,2.0,58.5,3,4500.0
788,Banashankari Stage V,3 BHK,1305.0,2.0,49.0,3,3754.7892720306513
789,Banashankari Stage V,2 BHK,1035.0,2.0,35.77,2,3456.038647342996
790,Banashankari Stage V,3 BHK,1355.0,2.0,61.0,3,4501.845018450184
791,Banashankari Stage V,3 BHK,1510.0,3.0,47.57,3,3150.3311258278145
792,Banashankari Stage V,3 BHK,1650.0,3.0,51.98,3,3150.3030303030305
793,Banashankari Stage V,3 BHK,1630.0,3.0,51.35,3,3150.306748466258
794,Banashankari Stage V,3 BHK,1510.0,3.0,47.57,3,3150.3311258278145
795,Banashankari Stage V,3 BHK,1315.0,2.0,49.0,3,3726.235741444867
796,Banashankari Stage V,3 BHK,1540.0,3.0,48.51,3,3150.0
797,Banashankari Stage V,2 BHK,920.0,2.0,41.5,2,4510.869565217391
798,Banashankari Stage VI,2 BHK,1177.5,2.0,59.935,2,5090.0212314225055
799,Banashankari Stage VI,4 Bedroom,4800.0,4.0,190.0,4,3958.3333333333335
800,Banashankari Stage VI,4 Bedroom,2800.0,4.0,89.0,4,3178.5714285714284
801,Banashankari Stage VI,4 Bedroom,2200.0,4.0,195.0,4,8863.636363636364
802,Banashankari Stage VI,2 BHK,1160.0,2.0,59.0,2,5086.206896551724
803,Banashankari Stage VI,2 BHK,1180.0,2.0,59.47,2,5039.830508474576
